Index,Timestamp,Value
17418,2024-07-01 17:53:00,68.0
17429,2024-07-01 17:56:00,67.0
17438,2024-07-01 18:01:00,66.0
17446,2024-07-01 18:03:00,65.0
17461,2024-07-01 18:07:00,64.0
17464,2024-07-01 18:07:00,64.0
17481,2024-07-01 18:12:00,63.0
17485,2024-07-01 18:13:00,63.0
17493,2024-07-01 18:16:00,62.0
17511,2024-07-01 18:21:00,61.0
17517,2024-07-01 18:23:00,60.0
17521,2024-07-01 18:25:00,59.0
17533,2024-07-01 18:28:00,58.0
17555,2024-07-01 18:37:00,57.0
17565,2024-07-01 18:39:00,56.0
17567,2024-07-01 18:45:00,54.0
17582,2024-07-01 18:49:00,53.0
17594,2024-07-01 18:52:00,52.0
17599,2024-07-01 18:53:00,52.0
17602,2024-07-01 18:54:00,52.0
17607,2024-07-01 18:57:00,51.0
17609,2024-07-01 18:59:00,50.0
17627,2024-07-01 19:03:00,49.0
17639,2024-07-01 19:06:00,48.0
17662,2024-07-01 19:12:00,47.0
17665,2024-07-01 19:13:00,47.0
17683,2024-07-01 19:18:00,46.0
17723,2024-07-01 19:27:00,45.0
17727,2024-07-01 19:32:00,44.0
17746,2024-07-01 19:37:00,43.0
17751,2024-07-01 19:38:00,43.0
17754,2024-07-01 19:38:00,43.0
17767,2024-07-01 19:42:00,42.0
17799,2024-07-01 19:50:00,41.0
17801,2024-07-01 19:50:00,41.0
17809,2024-07-01 19:53:00,40.0
17811,2024-07-01 19:53:00,40.0
17872,2024-07-01 20:09:00,39.0
17907,2024-07-01 20:18:00,38.0
17985,2024-07-01 20:41:00,37.0
18016,2024-07-01 20:49:00,36.0
18058,2024-07-01 21:00:00,35.0
18073,2024-07-01 21:06:00,34.0
18080,2024-07-01 21:07:00,34.0
18159,2024-07-01 21:27:00,33.0
18166,2024-07-01 21:29:00,33.0
18203,2024-07-01 21:39:00,32.0
18239,2024-07-01 21:53:00,35.0
18250,2024-07-01 21:56:00,38.0
18254,2024-07-01 21:57:00,39.0
18258,2024-07-01 21:58:00,40.0
18270,2024-07-01 22:01:00,43.0
18276,2024-07-01 22:03:00,45.0
18278,2024-07-01 22:03:00,45.0
18281,2024-07-01 22:04:00,46.0
18290,2024-07-01 22:06:00,48.0
18301,2024-07-01 22:09:00,51.0
18332,2024-07-01 22:17:00,59.0
18341,2024-07-01 22:19:00,61.0
18357,2024-07-01 23:16:00,99.0
18405,2024-07-01 23:30:00,98.0
18412,2024-07-01 23:32:00,97.0
18416,2024-07-01 23:33:00,97.0
18425,2024-07-01 23:35:00,96.0
18440,2024-07-01 23:39:00,95.0
18444,2024-07-01 23:40:00,95.0
18453,2024-07-01 23:42:00,94.0
18460,2024-07-01 23:44:00,94.0
18464,2024-07-01 23:44:00,94.0
18478,2024-07-01 23:50:00,93.0
18494,2024-07-01 23:54:00,92.0
18547,2024-07-02 00:07:00,91.0
18555,2024-07-02 00:10:00,90.0
18577,2024-07-02 00:18:00,89.0
18579,2024-07-02 00:19:00,89.0
18583,2024-07-02 00:20:00,89.0
18598,2024-07-02 00:25:00,88.0
18621,2024-07-02 00:31:00,87.0
18639,2024-07-02 00:36:00,86.0
18653,2024-07-02 00:41:00,85.0
18666,2024-07-02 00:45:00,84.0
18682,2024-07-02 00:50:00,83.0
18691,2024-07-02 00:53:00,82.0
18697,2024-07-02 01:00:00,80.0
18715,2024-07-02 01:05:00,79.0
18717,2024-07-02 01:08:00,78.0
18732,2024-07-02 01:13:00,77.0
18741,2024-07-02 01:15:00,76.0
18756,2024-07-02 01:22:00,75.0
18762,2024-07-02 01:25:00,74.0
18767,2024-07-02 01:26:00,74.0
18784,2024-07-02 01:32:00,73.0
18790,2024-07-02 01:34:00,72.0
18796,2024-07-02 01:44:00,70.0
18802,2024-07-02 01:47:00,69.0
18808,2024-07-02 01:49:00,68.0
18824,2024-07-02 02:00:00,67.0
18830,2024-07-02 02:02:00,66.0
18853,2024-07-02 02:07:00,65.0
18856,2024-07-02 02:11:00,64.0
18858,2024-07-02 02:11:00,64.0
18869,2024-07-02 02:16:00,63.0
18875,2024-07-02 02:18:00,62.0
18888,2024-07-02 02:25:00,61.0
18897,2024-07-02 02:28:00,60.0
18901,2024-07-02 02:29:00,60.0
18912,2024-07-02 02:32:00,59.0
18918,2024-07-02 02:51:00,58.0
18960,2024-07-02 03:54:00,78.0
18970,2024-07-02 03:59:00,77.0
18994,2024-07-02 04:06:00,76.0
18996,2024-07-02 04:06:00,76.0
18999,2024-07-02 04:07:00,76.0
19006,2024-07-02 04:09:00,75.0
19009,2024-07-02 04:09:00,75.0
19020,2024-07-02 04:12:00,74.0
19028,2024-07-02 04:18:00,73.0
19032,2024-07-02 04:19:00,72.0
19036,2024-07-02 04:31:00,71.0
19040,2024-07-02 04:31:00,71.0
19058,2024-07-02 04:36:00,70.0
19070,2024-07-02 04:40:00,69.0
19084,2024-07-02 04:44:00,68.0
19091,2024-07-02 04:48:00,67.0
19096,2024-07-02 04:49:00,67.0
19103,2024-07-02 04:51:00,66.0
19108,2024-07-02 04:52:00,66.0
19127,2024-07-02 04:58:00,65.0
19141,2024-07-02 05:01:00,64.0
19154,2024-07-02 05:05:00,63.0
19157,2024-07-02 05:05:00,63.0
19171,2024-07-02 05:09:00,62.0
19196,2024-07-02 05:16:00,61.0
19214,2024-07-02 05:20:00,60.0
19239,2024-07-02 05:27:00,59.0
19243,2024-07-02 05:27:00,59.0
19251,2024-07-02 05:30:00,58.0
19255,2024-07-02 05:31:00,58.0
19271,2024-07-02 05:35:00,57.0
19276,2024-07-02 05:36:00,57.0
19283,2024-07-02 05:38:00,56.0
19288,2024-07-02 05:39:00,56.0
19304,2024-07-02 05:43:00,55.0
19308,2024-07-02 05:44:00,55.0
19324,2024-07-02 05:48:00,54.0
19346,2024-07-02 05:54:00,53.0
19351,2024-07-02 05:55:00,53.0
19357,2024-07-02 05:57:00,52.0
19359,2024-07-02 05:57:00,52.0
19371,2024-07-02 06:05:00,51.0
19376,2024-07-02 06:06:00,50.0
19399,2024-07-02 06:12:00,49.0
19402,2024-07-02 06:13:00,49.0
19418,2024-07-02 06:17:00,48.0
19422,2024-07-02 06:18:00,48.0
19442,2024-07-02 06:23:00,47.0
19462,2024-07-02 06:28:00,46.0
19471,2024-07-02 06:31:00,45.0
19483,2024-07-02 06:34:00,44.0
19494,2024-07-02 06:37:00,43.0
19498,2024-07-02 06:38:00,43.0
19518,2024-07-02 06:43:00,42.0
19536,2024-07-02 06:47:00,41.0
19548,2024-07-02 06:50:00,40.0
19552,2024-07-02 06:51:00,40.0
19579,2024-07-02 06:58:00,39.0
19600,2024-07-02 07:04:00,38.0
19646,2024-07-02 07:16:00,37.0
19650,2024-07-02 07:17:00,37.0
19671,2024-07-02 07:22:00,36.0
19723,2024-07-02 14:10:00,99.0
19745,2024-07-02 14:16:00,98.0
19769,2024-07-02 14:22:00,97.0
19804,2024-07-02 14:31:00,96.0
19863,2024-07-02 14:46:00,95.0
19912,2024-07-02 14:58:00,94.0
19951,2024-07-02 15:08:00,93.0
19955,2024-07-02 15:09:00,93.0
19981,2024-07-02 15:15:00,92.0
20014,2024-07-02 15:24:00,91.0
20037,2024-07-02 15:30:00,90.0
20065,2024-07-02 15:37:00,89.0
20082,2024-07-02 15:43:00,88.0
20087,2024-07-02 15:44:00,88.0
20114,2024-07-02 15:51:00,87.0
20118,2024-07-02 15:52:00,87.0
20126,2024-07-02 15:54:00,86.0
20128,2024-07-02 15:55:00,86.0
20144,2024-07-02 15:59:00,85.0
20148,2024-07-02 16:00:00,85.0
20156,2024-07-02 16:02:00,84.0
20159,2024-07-02 16:03:00,84.0
20165,2024-07-02 16:11:00,83.0
20170,2024-07-02 16:12:00,83.0
20173,2024-07-02 16:13:00,83.0
20189,2024-07-02 16:17:00,82.0
20192,2024-07-02 16:17:00,82.0
20208,2024-07-02 16:22:00,81.0
20210,2024-07-02 16:22:00,81.0
20226,2024-07-02 16:26:00,80.0
20228,2024-07-02 16:27:00,80.0
20243,2024-07-02 16:31:00,79.0
20247,2024-07-02 16:31:00,79.0
20258,2024-07-02 16:35:00,78.0
20262,2024-07-02 16:36:00,78.0
20282,2024-07-02 16:41:00,77.0
20288,2024-07-02 16:44:00,76.0
20302,2024-07-02 16:48:00,75.0
20315,2024-07-02 16:51:00,74.0
20356,2024-07-02 17:01:00,73.0
20365,2024-07-02 17:04:00,72.0
20383,2024-07-02 17:08:00,71.0
20389,2024-07-02 17:10:00,70.0
20394,2024-07-02 17:11:00,70.0
20409,2024-07-02 17:15:00,69.0
20411,2024-07-02 17:15:00,69.0
20414,2024-07-02 17:16:00,69.0
20421,2024-07-02 17:18:00,68.0
20424,2024-07-02 17:18:00,68.0
20447,2024-07-02 17:24:00,67.0
20459,2024-07-02 17:27:00,66.0
20476,2024-07-02 17:32:00,65.0
20491,2024-07-02 17:35:00,64.0
20504,2024-07-02 17:39:00,63.0
20508,2024-07-02 17:40:00,63.0
20520,2024-07-02 17:43:00,62.0
20532,2024-07-02 17:47:00,61.0
20536,2024-07-02 17:48:00,61.0
20544,2024-07-02 17:50:00,60.0
20568,2024-07-02 17:56:00,59.0
20580,2024-07-02 17:59:00,58.0
20596,2024-07-02 18:03:00,57.0
20605,2024-07-02 18:06:00,56.0
20608,2024-07-02 18:06:00,56.0
20625,2024-07-02 18:11:00,55.0
20628,2024-07-02 18:11:00,55.0
20634,2024-07-02 18:13:00,54.0
20653,2024-07-02 18:18:00,53.0
20661,2024-07-02 18:20:00,53.0
20664,2024-07-02 18:21:00,53.0
20672,2024-07-02 18:23:00,52.0
20688,2024-07-02 18:27:00,51.0
20700,2024-07-02 18:30:00,50.0
20702,2024-07-02 18:31:00,50.0
20713,2024-07-02 18:35:00,49.0
20728,2024-07-02 18:41:00,47.0
20735,2024-07-02 18:43:00,46.0
20743,2024-07-02 18:48:00,45.0
20750,2024-07-02 18:50:00,44.0
20766,2024-07-02 18:54:00,43.0
20770,2024-07-02 18:55:00,43.0
20774,2024-07-02 20:04:00,91.0
20787,2024-07-02 20:07:00,90.0
20792,2024-07-02 20:11:00,89.0
20794,2024-07-02 20:11:00,88.0
20807,2024-07-02 20:15:00,87.0
20814,2024-07-02 20:17:00,86.0
20826,2024-07-02 20:20:00,85.0
20846,2024-07-02 20:25:00,84.0
20857,2024-07-02 20:28:00,83.0
20860,2024-07-02 20:28:00,83.0
20868,2024-07-02 20:30:00,82.0
20881,2024-07-02 20:34:00,81.0
20890,2024-07-02 20:36:00,80.0
20901,2024-07-02 20:39:00,79.0
20903,2024-07-02 20:39:00,79.0
20910,2024-07-02 20:43:00,78.0
20924,2024-07-02 20:47:00,77.0
20933,2024-07-02 20:49:00,76.0
20944,2024-07-02 20:52:00,75.0
20948,2024-07-02 20:53:00,74.0
20953,2024-07-02 20:54:00,74.0
20969,2024-07-02 20:58:00,73.0
20992,2024-07-02 21:05:00,72.0
20998,2024-07-02 21:08:00,71.0
21005,2024-07-02 21:11:00,70.0
21009,2024-07-02 21:11:00,70.0
21016,2024-07-02 21:14:00,69.0
21019,2024-07-02 21:15:00,69.0
21030,2024-07-02 21:17:00,68.0
21043,2024-07-02 21:23:00,67.0
21048,2024-07-02 21:24:00,66.0
21053,2024-07-02 21:27:00,65.0
21055,2024-07-02 21:27:00,65.0
21075,2024-07-02 21:32:00,64.0
21086,2024-07-02 21:35:00,63.0
21100,2024-07-02 21:40:00,62.0
21108,2024-07-02 21:42:00,61.0
21117,2024-07-02 21:46:00,60.0
21126,2024-07-02 21:51:00,58.0
21134,2024-07-02 21:57:00,56.0
21142,2024-07-02 21:59:00,55.0
21146,2024-07-02 22:03:00,54.0
21149,2024-07-02 22:03:00,53.0
21158,2024-07-02 22:06:00,52.0
21161,2024-07-02 22:06:00,52.0
21169,2024-07-02 22:09:00,51.0
21171,2024-07-02 22:10:00,51.0
21178,2024-07-02 22:12:00,50.0
21182,2024-07-02 22:12:00,50.0
21184,2024-07-02 22:14:00,49.0
21188,2024-07-02 22:15:00,49.0
21192,2024-07-02 22:16:00,48.0
21196,2024-07-02 22:17:00,48.0
21207,2024-07-02 22:20:00,47.0
21220,2024-07-02 22:23:00,46.0
21234,2024-07-02 22:26:00,45.0
21243,2024-07-02 22:29:00,44.0
21264,2024-07-02 22:34:00,43.0
21272,2024-07-02 22:38:00,42.0
21283,2024-07-02 22:41:00,41.0
21298,2024-07-02 22:45:00,40.0
21303,2024-07-02 22:46:00,40.0
21312,2024-07-02 22:48:00,39.0
21315,2024-07-02 22:49:00,39.0
21330,2024-07-02 22:53:00,38.0
21332,2024-07-02 22:53:00,38.0
21335,2024-07-02 22:54:00,38.0
21351,2024-07-02 22:58:00,37.0
21371,2024-07-02 23:03:00,36.0
21374,2024-07-02 23:04:00,36.0
21392,2024-07-02 23:08:00,35.0
21421,2024-07-02 23:18:00,34.0
21423,2024-07-02 23:18:00,34.0
21440,2024-07-02 23:30:00,33.0
21456,2024-07-02 23:35:00,32.0
21459,2024-07-02 23:35:00,32.0
21481,2024-07-02 23:43:00,31.0
21485,2024-07-02 23:44:00,31.0
21488,2024-07-02 23:44:00,31.0
21501,2024-07-02 23:48:00,30.0
21505,2024-07-02 23:49:00,30.0
21509,2024-07-02 23:50:00,30.0
21542,2024-07-03 00:09:00,29.0
21545,2024-07-03 00:09:00,29.0
21581,2024-07-03 02:38:00,99.0
21625,2024-07-03 08:54:00,98.0
21673,2024-07-03 09:17:00,97.0
21687,2024-07-03 09:21:00,96.0
21732,2024-07-03 09:34:00,95.0
21769,2024-07-03 09:44:00,94.0
21831,2024-07-03 10:07:00,93.0
21877,2024-07-03 10:20:00,92.0
